id,state,lga_name,school_name_grid3,school_name_immap,status,education_level,school_type,latitude,longitude,category,subtype,management
u_fc_poi_school.45248,Adamawa,Yola North,Private Success International School,Private Success International School,Open,Private Education,Regular,9.266257,12.441417,Primary,Standard,Private
u_fc_poi_school.45590,Adamawa,Hong,Gaya Dagu Primary School,Gaya Dagu Primary School,Open,Pre-Primary & Primary,Regular,10.391599,12.976257,Primary,Primary,Public
u_fc_poi_school.45623,Adamawa,Madagali,Pallam Primary School,"Government Junior Secondary School, Pallam",Open,Junior Secondary,Regular,10.734552,13.4895,Primary,Primary,Public
u_fc_poi_school.45913,Adamawa,Hong,Guw Hildi Primary School,Guw Hildi Primary School,Open,Pre-Primary & Primary,Regular,10.396223,13.171151,Primary,Primary,Public
u_fc_poi_school.46339,Adamawa,Girei,Karewa Primary School,Karewa Primary School,Open,Pre-Primary & Primary,Regular,9.413406,12.497735,Primary,Primary,Public
u_fc_poi_school.46444,Adamawa,Fufore,Babirwo Primary School,Babirwo Primary School,Open,Pre-Primary & Primary,Regular,9.408557,12.787509,Primary,Primary,Public
u_fc_poi_school.46464,Adamawa,Fufore,Central Primary School Gurin,"Central Primary School, Gurin",Open,Pre-Primary & Primary,Regular,9.110432,12.887526,Primary,Standard,Public
u_fc_poi_school.46479,Adamawa,Yola South,Gongoshi I Primary School,Gongoshi I Primary School,Open,Pre-Primary & Primary,Regular,9.290811,12.133094,Primary,Standard,Public
u_fc_poi_school.46553,Adamawa,Mayo-Belwa,Mumbake Primary School,Mumbake Primary School,Open,Pre-Primary & Primary,Regular,9.043751,11.935394,Primary,Primary,Public
u_fc_poi_school.46716,Adamawa,Mayo-Belwa,Bajama Primary School,Bajama Primary School,Open,Pre-Primary & Primary,Regular,9.020864,11.897092,Primary,Primary,Public
u_fc_poi_school.46883,Adamawa,Maiha,Dafra Primary School,Dafra Primary School,Open,Pre-Primary & Primary,Regular,10.046652,13.077637,Primary,Primary,Public
u_fc_poi_school.46995,Adamawa,Guyuk,Jamkaram Primary School,"Government Junior Secondary School, Jamkaram",Open,Junior Secondary,Regular,10.022173,11.886421,Primary,Primary,Public
u_fc_poi_school.47041,Adamawa,Demsa,Mbumara Primary School,Mbumara Primary School,Open,Pre-Primary & Primary,Regular,9.513551,12.247356,Primary,Primary,Public
u_fc_poi_school.47174,Adamawa,Gombi,Sama Primary School,Sama Primary School,Open,Pre-Primary & Primary,Regular,10.183232,12.330383,Primary,Primary,Public
u_fc_poi_school.47256,Adamawa,Mubi South,Girji Primary School,Girji Primary School,Open,Pre-Primary & Primary,Regular,10.187733,13.260648,Primary,Primary,Public
u_fc_poi_school.47316,Adamawa,Fufore,Wuitire Primary School,Wuitire Primary School,Open,Pre-Primary & Primary,Regular,8.852171,12.400613,Primary,Primary,Public
u_fc_poi_school.47744,Adamawa,Toungo,Kiri Primary School,Kiri Primary School,Open,Pre-Primary & Primary,Regular,8.147558,11.951373,Primary,Primary,Public
u_fc_poi_school.47753,Adamawa,Mubi North,Madivi Primary School,Madivi Primary School,Open,Pre-Primary & Primary,Regular,10.419747,13.455417,Primary,Primary,Public
u_fc_poi_school.48232,Adamawa,Demsa,Borrong III Primary School,Borrong III Primary School,Open,Pre-Primary & Primary,Regular,9.544566,12.175631,Primary,Standard,Public
u_fc_poi_school.48248,Adamawa,Jada,Dajami Primary School,Dajami Primary School,Open,Pre-Primary & Primary,Regular,8.693488,12.122519,Primary,Primary,Public
u_fc_poi_school.48340,Adamawa,Fufore,Mbonninga Primary School,Mbonninga Nomadic Primary School,Open,Pre-Primary & Primary,Regular,9.0311,12.158203,Primary,Primary,Public
u_fc_poi_school.48585,Adamawa,Fufore,Chofajaule Primary School,Chofajaule Primary School,Open,Pre-Primary & Primary,Regular,9.215087,12.880807,Primary,Primary,Public
u_fc_poi_school.48627,Adamawa,Mayo-Belwa,Zabi Primary School,Zabi Primary School,Open,Pre-Primary & Primary,Regular,8.843346,11.926865,Primary,Primary,Public
u_fc_poi_school.48738,Adamawa,Mayo-Belwa,Wuro Yombe Primary School,"Government Junior Secondary School, Wuro Yombe",Open,Junior Secondary,Regular,8.895173,12.081063,Primary,Primary,Public
u_fc_poi_school.48806,Adamawa,Madagali,Ndalmi Primary School Ndalmi,"Ndalmi Primary School, Ndalmi",Open,Pre-Primary & Primary,Regular,10.76569,13.53576,Primary,Standard,Public
u_fc_poi_school.49131,Adamawa,Fufore,Kiri Primary School,Kiri Primary School,Open,Pre-Primary & Primary,Regular,9.092157,12.213998,Primary,Primary,Public
u_fc_poi_school.49226,Adamawa,Numan,Central Primary School,Central Primary School,Open,Pre-Primary & Primary,Regular,9.464022,12.037747,Primary,Primary,Public
u_fc_poi_school.49242,Adamawa,Hong,Maki Gaya Primary School,Maki Gaya Primary School,Open,Pre-Primary & Primary,Regular,10.385504,13.041143,Primary,Primary,Public
u_fc_poi_school.49334,Adamawa,Fufore,Bengni Primary School,Bengni Primary School,Open,Pre-Primary & Primary,Regular,8.891774,12.392676,Primary,Primary,Public
u_fc_poi_school.49941,Adamawa,Mayo-Belwa,Sindigawo Primary School,Sindigawo Primary School,Open,Pre-Primary & Primary,Regular,9.18063,12.050665,Primary,Primary,Public
u_fc_poi_school.50043,Adamawa,Fufore,Wuro Ahi Primary School,Wuro Ahi Primary School,Open,Pre-Primary & Primary,Regular,9.219197,12.668723,Primary,Primary,Public
u_fc_poi_school.50055,Adamawa,Song,Zumbe Primary School,Zumbe Primary School,Open,Pre-Primary & Primary,Regular,9.795606,12.489939,Primary,Primary,Public
u_fc_poi_school.50229,Adamawa,Fufore,Yadim Primary School,Yadim Primary School,Open,Pre-Primary & Primary,Regular,8.970127,12.400064,Primary,Standard,Public
u_fc_poi_school.50329,Adamawa,Demsa,Demsa II Primary School,Demsa II Primary School,Open,Pre-Primary & Primary,Regular,9.455546,12.146171,Primary,Primary,Public
u_fc_poi_school.50576,Adamawa,Shelleng,Pilot Primary School,Pilot Primary School,Open,Pre-Primary & Primary,Regular,9.686463,11.998734,Primary,Standard,Public
u_fc_poi_school.50579,Adamawa,Maiha,Salma Modibbo Nomadic Primary School,Salma Modibbo Nomadic Primary School,Open,Pre-Primary & Primary,Regular,10.024735,13.067744,Primary,Primary,Public
u_fc_poi_school.50636,Adamawa,Hong,Kubutava Primary School,Kubutava Primary School,Open,Pre-Primary & Primary,Regular,10.344734,12.903692,Primary,Primary,Public
u_fc_poi_school.50739,Adamawa,Lamurde,Rigange I Primary School,Rigange I Primary School,Open,Pre-Primary & Primary,Regular,9.571329,11.771057,Primary,Standard,Public
u_fc_poi_school.50778,Adamawa,Ganye,Kaika Primary School,Kaika Primary School,Open,Pre-Primary & Primary,Regular,8.552964,11.847009,Primary,Primary,Public
u_fc_poi_school.50861,Adamawa,Demsa,Kpasham II Primary School,Kpasham II Primary School,Open,Pre-Primary & Primary,Regular,9.304045,11.752168,Primary,Primary,Public
u_fc_poi_school.50945,Adamawa,Yola South,Changala Primary School,Changala Primary School,Open,Pre-Primary & Primary,Regular,9.37415,12.338766,Primary,Primary,Public
u_fc_poi_school.50970,Adamawa,Demsa,Gani Gaku Primary School,Gani-Gaku Primary School,Open,Pre-Primary & Primary,Regular,9.394246,12.160692,Primary,Primary,Public
u_fc_poi_school.51000,Adamawa,Hong,Wuro Bokki Primary,"Government Junior Secondary School, Wuro Bokki",Open,Junior Secondary,Regular,10.178365,12.886361,Primary,Primary,Public
u_fc_poi_school.51126,Adamawa,Mayo-Belwa,Liringo Primary School,Liringo Primary School,Open,Pre-Primary & Primary,Regular,8.878215,12.053243,Primary,Primary,Public
u_fc_poi_school.51476,Adamawa,Gombi,Fotta Dutse Primary School,Fotta Dutse Primary School,Open,Pre-Primary & Primary,Regular,10.176751,12.224972,Primary,Primary,Public
u_fc_poi_school.51532,Adamawa,Jada,Gawalgu Primary School,Gawalgu Primary School,Open,Pre-Primary & Primary,Regular,8.593692,12.438352,Primary,Primary,Public
u_fc_poi_school.51580,Adamawa,Demsa,Dakusung Primary School,Dakusung Primary School,Open,Pre-Primary & Primary,Regular,9.210946,11.886159,Primary,Primary,Public
u_fc_poi_school.51659,Adamawa,Yola South,Kilbaji Primary School,Kilbaji Nomadic Primary,Open,Pre-Primary & Primary,Nomadic (Migrants),9.253668,12.387144,Primary,Primary,Public
u_fc_poi_school.51851,Adamawa,Guyuk,Sili Tudu I Primary School,Sili Tudu I Primary School,Open,Pre-Primary & Primary,Regular,9.775388,11.874538,Primary,Primary,Public
u_fc_poi_school.52112,Adamawa,Jada,Dalango Pipa Primary School,Dalango Pipa Primary School,Open,Pre-Primary & Primary,Regular,8.721588,12.584305,Primary,Primary,Public
u_fc_poi_school.52178,Adamawa,Demsa,Bosso Primary School,Bosso Nomadic Primary School,Open,Pre-Primary & Primary,Nomadic (Migrants),9.558408,12.147109,Primary,Standard,Public
u_fc_poi_school.52281,Adamawa,Gombi,Gombi II Primary School,Gombi II Primary School,Open,Pre-Primary & Primary,Regular,10.170432,12.734726,Primary,Standard,Public
u_fc_poi_school.52340,Adamawa,Mubi North,Jambula Primary School,Jambula Primary School,Open,Pre-Primary & Primary,Regular,10.444398,13.333404,Primary,Primary,Public
u_fc_poi_school.52351,Adamawa,Girei,Vunoklang Primary School,Vunoklang Primary School,Open,Pre-Primary & Primary,Regular,9.300796,12.483569,Primary,Primary,Public
u_fc_poi_school.52436,Adamawa,Jada,Nadeu Primary School,Nadeu Primary School,Open,Pre-Primary & Primary,Regular,8.515226,12.074779,Primary,Primary,Public
u_fc_poi_school.52454,Adamawa,Fufore,Wuro Jauro Yahya Primary School,Wuro Jauro Yahya Primary School,Open,Pre-Primary & Primary,Regular,8.831127,12.389432,Primary,Primary,Public
u_fc_poi_school.53049,Adamawa,Ganye,Dirdiu Primary School,Dirdiu Primary School,Open,Pre-Primary & Primary,Regular,8.590766,12.198034,Primary,Primary,Public
u_fc_poi_school.53312,Adamawa,Gombi,Government Primary School Jebre,Jebre Primary School,Open,Pre-Primary & Primary,Regular,10.1534795,12.3468427,Primary,Standard,Public
u_fc_poi_school.53462,Adamawa,Maiha,Sorau Primary School,"Government Junior Secondary School, Sorau",Open,Junior Secondary,Regular,9.7479,13.249,Primary,Standard,Public
u_fc_poi_school.53534,Adamawa,Mubi North,Jarengol Primary School,Jarengol Primary School,Open,Pre-Primary & Primary,Regular,10.458515,13.238343,Primary,Primary,Public
u_fc_poi_school.53569,Adamawa,Hong,Thalhuya Primary School,Thalhuya Primary School,Open,Pre-Primary & Primary,Regular,10.303433,13.113904,Primary,Primary,Public
u_fc_poi_school.53674,Adamawa,Demsa,Gah Primary School,Gah Primary School,Open,Pre-Primary & Primary,Regular,9.369088,11.957351,Primary,Primary,Public
u_fc_poi_school.53766,Adamawa,Jada,Jada I Primary School,"Government Secondary School, Jada I",Open,Junior Secondary,Regular,8.7426935,12.1601924,Primary,Standard,Public
u_fc_poi_school.53803,Adamawa,Jada,Mbangan Essande Primary School,"Government Junior Secondary School, Mbangan Essande",Open,Junior Secondary,Regular,8.682221,11.956291,Primary,Primary,Public
u_fc_poi_school.53834,Adamawa,Toungo,Shongoli Primary School,Shongoli Primary School,Open,Pre-Primary & Primary,Regular,7.913219,11.691282,Primary,Primary,Public
u_fc_poi_school.53858,Adamawa,Hong,Munga Primary School,Munga Primary School,Open,Pre-Primary & Primary,Regular,10.29694,12.886551,Primary,Standard,Public
u_fc_poi_school.53948,Adamawa,Numan,Salti Primary School,Salti Primary School,Open,Pre-Primary & Primary,Regular,9.451002,11.755776,Primary,Primary,Public
u_fc_poi_school.54248,Adamawa,Jada,Mani Primary School,Mani Primary School,Open,Pre-Primary & Primary,Regular,8.762671,12.617917,Primary,Primary,Public
u_fc_poi_school.54378,Adamawa,Jada,Banche Primary School,Banche Primary School,Open,Pre-Primary & Primary,Regular,8.641455,12.27161,Primary,Primary,Public
u_fc_poi_school.54542,Adamawa,Numan,Kegbale Primary School,Kegbale Primary School,Open,Pre-Primary & Primary,Regular,9.3597,11.694778,Primary,Primary,Public
u_fc_poi_school.54864,Adamawa,Mayo-Belwa,Douyolde Primary School,Douyolde Primary School,Open,Pre-Primary & Primary,Regular,9.146571,12.081468,Primary,Primary,Public
u_fc_poi_school.54945,Adamawa,Guyuk,Bobini I Primary School,Bobini I Primary School,Open,Pre-Primary & Primary,Regular,9.991155,11.902353,Primary,Primary,Public
u_fc_poi_school.55017,Adamawa,Lamurde,Hadiyo Primary School,Hadiyo Primary School,Open,Pre-Primary & Primary,Regular,9.589316,11.809152,Primary,Primary,Public
u_fc_poi_school.55150,Adamawa,Song,Gulungo Primary School,Gulungo Primary School,Open,Pre-Primary & Primary,Regular,9.845563,12.610937,Primary,Primary,Public
u_fc_poi_school.55152,Adamawa,Girei,Ruwo Sani Primary School,Ruwo Sani Primary School,Open,Pre-Primary & Primary,Regular,9.506918,12.501639,Primary,Primary,Public
u_fc_poi_school.55226,Adamawa,Hong,Balanga Primary School,Balanga Primary School,Open,Pre-Primary & Primary,Regular,10.176016,12.856592,Primary,Primary,Public
u_fc_poi_school.55349,Adamawa,Fufore,Malabu Gari Primary School,Malabu Gari Primary School,Open,Pre-Primary & Primary,Regular,9.562025,12.778879,Primary,Primary,Public
u_fc_poi_school.55381,Adamawa,Fufore,Fema Primary School,Fema Primary School,Open,Pre-Primary & Primary,Regular,9.212939,12.880547,Primary,Primary,Public
u_fc_poi_school.55397,Adamawa,Shelleng,Dumburi Primary School,Dumburi Primary School,Open,Pre-Primary & Primary,Regular,9.666311,12.141108,Primary,Primary,Public
u_fc_poi_school.55427,Adamawa,Guyuk,Gugu Primary School,Gugu Primary School,Open,Pre-Primary & Primary,Regular,9.770713,11.971456,Primary,Primary,Public
u_fc_poi_school.55449,Adamawa,Numan,Gweda Mallam Primary School,Gweda Mallam Primary School,Open,Pre-Primary & Primary,Regular,9.451667,12.032254,Primary,Standard,Public
u_fc_poi_school.55550,Adamawa,Toungo,Burti Primary School,Burti Primary School,Open,Pre-Primary & Primary,Regular,8.087144,12.094858,Primary,Primary,Public
u_fc_poi_school.55701,Adamawa,Shelleng,Bakta Primary School,Bakta Primary School,Open,Pre-Primary & Primary,Regular,9.851789,12.172778,Primary,Primary,Public
u_fc_poi_school.55779,Adamawa,Mayo-Belwa,Tugga Ahmadu Primary School,Tugga Ahmadu Primary School,Open,Pre-Primary & Primary,Regular,9.034667,11.925802,Primary,Primary,Public
u_fc_poi_school.55871,Adamawa,Michika,Lughu Primary School,Lughu Primary School,Open,Pre-Primary & Primary,Regular,10.606198,13.383797,Primary,Primary,Public
u_fc_poi_school.55930,Adamawa,Mayo-Belwa,Wuro Liman Primary School,Wuro Liman Primary School,Open,Pre-Primary & Primary,Regular,8.847351,12.041967,Primary,Primary,Public
u_fc_poi_school.56073,Adamawa,Guyuk,Dangir II Primary School,Dangir II Primary School,Open,Pre-Primary & Primary,Regular,9.730385,11.91358,Primary,Primary,Public
u_fc_poi_school.56621,Adamawa,Shelleng,Bobere Nomadic Primary School,Bobere Nomadic Primary School,Open,Pre-Primary & Primary,Nomadic (Migrants),9.685607,12.031105,Primary,Primary,Public
u_fc_poi_school.56684,Adamawa,Gombi,Gombi I Primary School,Gombi I Primary School,Open,Pre-Primary & Primary,Regular,10.160632,12.736608,Primary,Standard,Public
u_fc_poi_school.56711,Adamawa,Ganye,Jaudi Primary School,Jaudi Primary School,Open,Pre-Primary & Primary,Regular,8.518653,12.246665,Primary,Primary,Public
u_fc_poi_school.56861,Adamawa,Demsa,Kwaba Wakka Primary School,Kwaba-Wakka Primary School,Open,Pre-Primary & Primary,Regular,9.332164,11.867707,Primary,Primary,Public
u_fc_poi_school.56903,Adamawa,Michika,Mbororo Pilot Primary School,Mbororo Pilot Primary School,Open,Pre-Primary & Primary,Regular,10.637975,13.45102,Primary,Primary,Public
u_fc_poi_school.57276,Adamawa,Fufore,Kabillo Primary School,Kabillo Primary School,Open,Pre-Primary & Primary,Regular,9.034342,12.21288,Primary,Primary,Public
u_fc_poi_school.57401,Adamawa,Song,Mayo Ndelmu Primary School,Mayo Ndelmu Primary School,Open,Pre-Primary & Primary,Regular,9.721855,12.64249,Primary,Primary,Public
u_fc_poi_school.57509,Adamawa,Numan,Bokotye Primary School,Bokotye Primary School,Open,Pre-Primary & Primary,Regular,9.415787,11.683153,Primary,Primary,Public
u_fc_poi_school.57792,Adamawa,Mubi North,Kirya Primary School,Kirya Primary School,Open,Pre-Primary & Primary,Regular,10.45619,13.370195,Primary,Primary,Public
u_fc_poi_school.58267,Adamawa,Numan,Numan II Primary School,Numan II Primary School,Open,Pre-Primary & Primary,Regular,9.459702,12.020763,Primary,Primary,Public
u_fc_poi_school.58742,Adamawa,Lamurde,Ballah Primary School,Ballah Primary School,Open,Pre-Primary & Primary,Regular,9.6154,11.686605,Primary,Primary,Public
u_fc_poi_school.58862,Adamawa,Fufore,Jili Primary School,Jili Primary School,Open,Pre-Primary & Primary,Regular,9.0899863,12.3886286,Primary,Standard,Public
u_fc_poi_school.58981,Adamawa,Toungo,Dalasum Primary School,Dalasum Primary School,Open,Pre-Primary & Primary,Regular,8.037899,11.999566,Primary,Primary,Public
u_fc_poi_school.59024,Adamawa,Guyuk,Chikila Tudu II Primary School,Chikila Tudu II Primary School,Open,Pre-Primary & Primary,Regular,9.792131,11.863089,Primary,Primary,Public
u_fc_poi_school.59560,Adamawa,Mubi North,Kwa Nomadic Primary School,Kwa Nomadic Primary,Open,Pre-Primary & Primary,Regular,10.47133,13.256178,Primary,Primary,Public
u_fc_poi_school.59989,Adamawa,Fufore,Tala Primary School,Tala Primary School,Open,Pre-Primary & Primary,Regular,9.622317,12.9185,Primary,Primary,Public
u_fc_poi_school.60033,Adamawa,Mayo-Belwa,Nyibango Tola Primary School,Nyibango Tola Primary School,Open,Pre-Primary & Primary,Regular,8.753096,11.94284,Primary,Primary,Public
u_fc_poi_school.60236,Adamawa,Yola South,Wuro Dadi Primary School,Wuro- Dadi Primary School,Open,Pre-Primary & Primary,Regular,9.390813,12.352694,Primary,Primary,Public
u_fc_poi_school.60286,Adamawa,Jada,Madugu Girls Primary School,Madugu Girls Primary School,Open,Pre-Primary & Primary,Regular,8.596276,12.116821,Primary,Primary,Public
u_fc_poi_school.60513,Adamawa,Jada,Gangwaso Primary School,"Government Junior Secondary School, Gangwaso",Open,Junior Secondary,Regular,8.768082,12.159199,Primary,Standard,Public
u_fc_poi_school.60803,Adamawa,Lamurde,Labale Primary School,Labale Primary School,Open,Pre-Primary & Primary,Regular,9.533822,11.622869,Primary,Primary,Public
u_fc_poi_school.61067,Adamawa,Numan,Vulpi Primary School,Vulpi Primary School,Open,Pre-Primary & Primary,Regular,9.453292,11.719802,Primary,Primary,Public
u_fc_poi_school.61218,Adamawa,Ganye,Mbalgare Primary School,Mbalgare Primary School,Open,Pre-Primary & Primary,Regular,8.433358,12.120152,Primary,Primary,Public
u_fc_poi_school.61640,Adamawa,Yola South,Njoboliyo Primary School,"Government Junior Secondary School, Njoboliyo",Open,Junior Secondary,Regular,9.2274691,12.5821039,Primary,Standard,Public
u_fc_poi_school.61669,Adamawa,Yola South,Bako Primary School,Bako Primary School,Open,Pre-Primary & Primary,Regular,9.203272,12.473034,Primary,Standard,Public
u_fc_poi_school.61689,Adamawa,Fufore,Jauro Jam Primary School,Jauro Jam Primary School,Open,Pre-Primary & Primary,Regular,9.365966,12.711784,Primary,Primary,Public
u_fc_poi_school.61700,Adamawa,Guyuk,Dumna Zerbu Primary School,Dumna Zerbu Primary School,Open,Pre-Primary & Primary,Regular,9.680078,11.865666,Primary,Primary,Public
u_fc_poi_school.61776,Adamawa,Fufore,Parda Primary School,Parda Primary School,Open,Pre-Primary & Primary,Regular,9.1816677,12.7253765,Primary,Standard,Public
u_fc_poi_school.61976,Adamawa,Yola North,Yelwa Jimeta Primary School,Yelwa Jimeta Primary School,Open,Pre-Primary & Primary,Regular,9.2810097,12.4528543,Primary,Standard,Public
u_fc_poi_school.62043,Adamawa,Mayo-Belwa,Mbalgare Primary School,Mbalgare Primary School,Open,Pre-Primary & Primary,Regular,8.876387,12.073736,Primary,Primary,Public
u_fc_poi_school.62135,Adamawa,Demsa,Sallara Primary School,Sallara Primary School,Open,Pre-Primary & Primary,Regular,9.600575,12.194573,Primary,Primary,Public
u_fc_poi_school.62555,Adamawa,Fufore,Bagauri Primary School,Bagauri Primary School,Open,Pre-Primary & Primary,Regular,8.835229,12.613083,Primary,Primary,Public
u_fc_poi_school.62663,Adamawa,Maiha,Gashiga Primary School,Gashiga Primary School,Open,Pre-Primary & Primary,Regular,10.041767,13.155276,Primary,Primary,Public
u_fc_poi_school.62680,Adamawa,Mayo-Belwa,Mayo Lamja Karimu Primary School,Mayo-Lamja Karimu Primary School,Open,Pre-Primary & Primary,Regular,9.000485,11.995406,Primary,Primary,Public
u_fc_poi_school.62690,Adamawa,Yola South,Damare Primary School,Damare Primary School,Open,Pre-Primary & Primary,Regular,9.215599,12.48679,Primary,Primary,Public
u_fc_poi_school.62723,Adamawa,Jada,Wuro Abbo Primary School,"Government Junior Secondary School, Wuro Abbo",Open,Junior Secondary,Regular,8.829253,12.090535,Primary,Primary,Public
u_fc_poi_school.62839,Adamawa,Guyuk,Chikila II Primary School,Chikila II Primary School,Open,Pre-Primary & Primary,Regular,9.788819,11.885681,Primary,Primary,Public
u_fc_poi_school.63114,Adamawa,Gombi,Greater Future Academic,Greater Future Academy,Open,Private Education,Regular,10.147264,12.740955,Primary,Standard,Private
u_fc_poi_school.63229,Adamawa,Numan,Kanti Gamadio Primary School,Kanti Gamadio Primary School,Open,Pre-Primary & Primary,Regular,9.452796,11.655378,Primary,Primary,Public
u_fc_poi_school.63350,Adamawa,Mubi North,Gadamayo Primary School,Gadamayo Primary School,Open,Pre-Primary & Primary,Regular,10.22067,13.468254,Primary,Primary,Public
u_fc_poi_school.63529,Adamawa,Girei,Gereng A Primary School,Gereng 'A' Primary School,Open,Pre-Primary & Primary,Regular,9.49099,12.302156,Primary,Primary,Public
u_fc_poi_school.63640,Adamawa,Girei,Bagalchi Nomadic Primary School,Bagalchi Nomadic Primary School,Open,Pre-Primary & Primary,Nomadic (Migrants),9.339954,12.479213,Primary,Primary,Public
u_fc_poi_school.63749,Adamawa,Guyuk,Lamza I Primary School,Lamza I Primary School,Open,Pre-Primary & Primary,Regular,9.838072,11.889316,Primary,Primary,Public
u_fc_poi_school.63920,Adamawa,Mayo-Belwa,Dadoru Primary School,Dadoru Primary School,Open,Pre-Primary & Primary,Regular,8.911178,11.971716,Primary,Primary,Public
u_fc_poi_school.64009,Adamawa,Mubi South,Baanwa Primary School,Baanwa Primary School,Open,Pre-Primary & Primary,Regular,10.217254,13.387798,Primary,Primary,Public
u_fc_poi_school.64320,Adamawa,Demsa,Kedemure Primary School,Kedemure Primary School,Open,Pre-Primary & Primary,Regular,9.334736,12.001903,Primary,Primary,Public
u_fc_poi_school.64519,Adamawa,Demsa,Wuro Tonga Primary School,Wuro Tonga Primary School,Open,Pre-Primary & Primary,Regular,9.206538,11.831013,Primary,Primary,Public
u_fc_poi_school.64604,Adamawa,Ganye,Jangani Primary School,Jangani Primary School,Open,Pre-Primary & Primary,Regular,8.420273,11.960475,Primary,Primary,Public
u_fc_poi_school.64724,Adamawa,Numan,Jeri Primary School,Jeri Primary School,Open,Pre-Primary & Primary,Regular,9.580659,12.044142,Primary,Primary,Public
u_fc_poi_school.64737,Adamawa,Jada,Tuli Primary School,Tuli Primary School,Open,Pre-Primary & Primary,Regular,8.795659,12.670027,Primary,Primary,Public
u_fc_poi_school.65009,Adamawa,Guyuk,Kwadadai Primary School,Kwadadai Primary School,Open,Pre-Primary & Primary,Regular,9.790327,11.966408,Primary,Primary,Public
u_fc_poi_school.65012,Adamawa,Jada,Primary School Wuro Kawu,Wuro Kawu Primary School,Open,Pre-Primary & Primary,Regular,8.75154,12.12637,Primary,Standard,Public
u_fc_poi_school.65149,Adamawa,Jada,Sintali Primary School,Sintali Primary School,Open,Pre-Primary & Primary,Regular,8.55964,12.313946,Primary,Primary,Public
u_fc_poi_school.65185,Adamawa,Mubi South,Kubahi Primary School,Kubahi Primary School,Open,Pre-Primary & Primary,Regular,10.1902986,13.1711938,Primary,Primary,Public
u_fc_poi_school.65206,Adamawa,Lamurde,Bayoni Primary School,Bayoni Primary School,Open,Pre-Primary & Primary,Regular,9.649199,11.699116,Primary,Primary,Public
u_fc_poi_school.65471,Adamawa,Hong,Dilwachira Primary,Dilwachira Primary School,Open,Pre-Primary & Primary,Regular,10.206269,13.108123,Primary,Primary,Public
u_fc_poi_school.65512,Adamawa,Song,Prambe Primary School,Prambe Primary School,Open,Pre-Primary & Primary,Regular,9.705949,12.260373,Primary,Primary,Public
u_fc_poi_school.65670,Adamawa,Jada,Bawuro Primary School,Bawuro Primary School,Open,Pre-Primary & Primary,Regular,8.583283,12.079636,Primary,Primary,Public
u_fc_poi_school.65677,Adamawa,Yola South,Ngolomba Primary School,Ngolomba Primary School,Open,Pre-Primary & Primary,Regular,9.318378,12.404204,Primary,Primary,Public
u_fc_poi_school.65909,Adamawa,Demsa,Tereh Primary School,Tereh Primary School,Open,Pre-Primary & Primary,Regular,9.250287,11.860029,Primary,Standard,Public
u_fc_poi_school.65922,Adamawa,Hong,Babal Midila Primary School,Babal Midila Primary School,Open,Pre-Primary & Primary,Regular,10.185324,12.909867,Primary,Primary,Public
u_fc_poi_school.66062,Adamawa,Mubi South,Yewa Primary School,"Government Junior Secondary School, Yewa",Open,Junior Secondary,Regular,10.257505,13.339902,Primary,Primary,Public
u_fc_poi_school.66063,Adamawa,Song,Mbilla Primary School,Mbilla Primary School,Open,Pre-Primary & Primary,Regular,9.885709,12.607577,Primary,Primary,Public
u_fc_poi_school.66226,Adamawa,Fufore,Lainde Primary School,Lainde Primary School,Open,Pre-Primary & Primary,Regular,8.8481578,12.4708122,Primary,Standard,Public
u_fc_poi_school.66244,Adamawa,Michika,Likuni Primary School,Likuni Primary School,Open,Pre-Primary & Primary,Regular,10.622111,13.371112,Primary,Primary,Public
u_fc_poi_school.66352,Adamawa,Fufore,Holmawo Primary School,Holmawo Primary School,Open,Pre-Primary & Primary,Regular,9.389265,12.777145,Primary,Primary,Public
u_fc_poi_school.66360,Adamawa,Madagali,Dzuel Primary School,Dzuel Primary School,Open,Pre-Primary & Primary,Regular,10.759972,13.495536,Primary,Primary,Public
u_fc_poi_school.66363,Adamawa,Girei,Gudusu Primary School,Gudusu Nomadic Primary School,Open,Pre-Primary & Primary,Regular,9.510584,12.644384,Primary,Primary,Public
u_fc_poi_school.66434,Adamawa,Shelleng,Ketembere Primary School,Ketembere Primary School,Open,Pre-Primary & Primary,Regular,9.957274,11.989232,Primary,Primary,Public
u_fc_poi_school.66516,Adamawa,Yola North,Suher International,Suher International Primary School,Open,Private Education,Regular,9.26398,12.455246,Primary,Standard,Private
u_fc_poi_school.66676,Adamawa,Jada,Gangmobi Primary School,Gangmobi Primary School,Open,Pre-Primary & Primary,Regular,8.66967,12.001506,Primary,Primary,Public
u_fc_poi_school.66697,Adamawa,Mayo-Belwa,Gangsubeni Primary School,Gangsubeni Primary School,Open,Pre-Primary & Primary,Regular,8.644056,11.873431,Primary,Primary,Public
u_fc_poi_school.67160,Adamawa,Michika,Dzurok Primary School Michika,"Dzurok Primary School, Michika",Open,Pre-Primary & Primary,Regular,10.686999,13.310639,Primary,Primary,Public
u_fc_poi_school.67332,Adamawa,Maiha,Kapule Primary School,Kapule Primary School,Open,Pre-Primary & Primary,Regular,10.130419,13.110139,Primary,Primary,Public
u_fc_poi_school.67394,Adamawa,Numan,Bolki Primary School,Bolki Primary School,Open,Pre-Primary & Primary,Regular,9.367571,11.606647,Primary,Primary,Public
